2.515999999999999943e+02,2.205000000000000000e+02,6.451000000000000227e+02,8.440000000000000000e+02,9.801000000000000227e+02,6.988999999999999773e+02,6.990000000000000000e+02,7.822000000000000455e+02,5.115000000000000000e+02,8.777999999999999545e+02
2.688999999999999773e+02,2.153000000000000114e+02,4.635000000000000000e+02,8.776999999999999318e+02,6.122999999999999545e+02,7.956000000000000227e+02,5.142000000000000455e+02,5.108999999999999773e+02,6.041000000000000227e+02,5.052999999999999545e+02
2.506999999999999886e+02,2.480000000000000000e+02,5.688999999999999773e+02,9.770000000000000000e+02,8.031000000000000227e+02,7.032999999999999545e+02,7.908999999999999773e+02,5.138000000000000682e+02,6.022000000000000455e+02,6.910000000000000000e+02
2.593000000000000114e+02,2.351999999999999886e+02,4.091000000000000227e+02,6.463999999999999773e+02,9.835000000000000000e+02,6.142999999999999545e+02,6.983000000000000682e+02,6.042000000000000455e+02,5.971999999999999318e+02,6.021000000000000227e+02
2.895000000000000000e+02,2.548999999999999773e+02,5.366000000000000227e+02,8.265000000000000000e+02,7.195000000000000000e+02,7.041000000000000227e+02,6.946000000000000227e+02,6.061999999999999318e+02,7.872000000000000455e+02,6.887000000000000455e+02
2.939000000000000341e+02,2.438000000000000114e+02,3.290000000000000000e+02,9.455000000000000000e+02,9.040000000000000000e+02,6.383999999999999773e+02,6.995000000000000000e+02,5.125000000000000000e+02,4.273999999999999773e+02,6.018000000000000682e+02
3.270999999999999659e+02,2.726999999999999886e+02,3.764000000000000341e+02,8.803999999999999773e+02,9.837000000000000455e+02,5.276000000000000227e+02,4.300000000000000000e+02,4.273999999999999773e+02,7.816000000000000227e+02,6.916000000000000227e+02
2.993000000000000114e+02,2.910000000000000000e+02,2.945000000000000000e+02,9.237000000000000455e+02,8.836999999999999318e+02,7.056000000000000227e+02,7.888999999999999773e+02,6.996000000000000227e+02,5.118999999999999773e+02,5.158999999999999773e+02
3.456999999999999886e+02,3.213999999999999773e+02,4.350000000000000000e+02,1.051400000000000091e+03,8.932999999999999545e+02,8.003000000000000682e+02,9.826999999999999318e+02,6.043000000000000682e+02,6.921000000000000227e+02,3.332999999999999545e+02
3.790000000000000000e+02,2.776999999999999886e+02,3.285999999999999659e+02,7.508000000000000682e+02,9.936999999999999318e+02,6.221999999999999318e+02,8.025000000000000000e+02,7.040999999999999091e+02,6.025000000000000000e+02,4.324000000000000341e+02
4.188999999999999773e+02,4.720999999999999659e+02,3.590000000000000000e+02,8.893000000000000682e+02,1.049700000000000045e+03,7.282000000000000455e+02,5.317999999999999545e+02,7.061000000000000227e+02,5.262999999999999545e+02,6.972000000000000455e+02
